Event,Favorite,Underdog,Winner,odds_delta,delta_height,delta_reach,delta_SLPM,delta_Str Acc,delta_SApm,delta_Str. Def,delta_TD Avg,delta_TD Acc,delta_TD Def,delta_Sub Avg,delta_age
UFC Fight Night 165,Ryan Benoit,Heili Alateng,Underdog,-0.15,0,2,0.23,0.07,-1.02,0.01,-1.71,-0.23,-0.04,0.4,2
UFC 246,Conor McGregor,Donald Cerrone,Favorite,-2.25,-4,1,0.91,0.02,0.17,0.01,-0.49,0.22,-0.07,-1.1,-6
UFC 246,Holly Holm,Raquel Pennington,Favorite,-0.65,1,2,-1.01,-0.12,-0.38,-0.05,-0.04,0.02,0.13,-0.6,7
UFC 246,Maurice Greene,Aleksei Oleinik,Underdog,-0.1,5,0,-0.02,-0.03,-0.19,0.01,-1.82,-0.46,-0.1,-1.5,-9
UFC 246,Ode Osbourne,Brian Kelleher,Underdog,-0.68,1,7,0.06,-0.03,-0.2,-0.11,-0.47,-0.14,0.04,-0.5,-5
UFC 246,Carlos Diego Ferreira,Anthony Pettis,Favorite,-1.2,-1,2,1.99,-0.08,-0.01,0.02,0.35,-0.2,0,-0.51,2
UFC 246,Maycee Barber,Roxanne Modafferi,Underdog,-6.9,-2,-4,1.35,0.23,-2.8,0.03,0.08,0.2,0.23,0,-15
UFC 246,Sodiq Yusuff,Andre Fili,Favorite,-0.48,-2,-3,1.81,0.12,0.39,0.02,-1.88,-0.27,-0.07,0.1,-2
UFC 246,Askar Askarov,Tim Elliott,Favorite,-0.57,-1,1,-0.35,0.1,0.13,0,-1.13,-0.23,0.07,-0.6,-6
UFC 246,Nasrat Haqparast,Drew Dober,Underdog,-2.52,2,2,1.44,0.03,1.01,0.13,-0.4,0.02,0.21,-0.1,-7
UFC 246,Aleksa Camur,Justin Ledet,Favorite,-0.32,-3,-6,1.38,0.17,-0.57,0.05,0.23,-0.29,0.08,-0.2,-7
UFC 246,J.J. Aldrich,Sabina Mazo,Underdog,-0.14,-2,-3,-2.22,0.03,0.03,0.03,0.01,-0.58,0.07,-0.2,4
UFC Fight Night 166,Curtis Blaydes,Junior dos Santos,Favorite,-2.23,0,3,-0.97,0.03,-1.5,0.02,5.42,0.03,-0.5,-0.1,-7
UFC Fight Night 166,Rafael dos Anjos,Michael Chiesa,Underdog,-1.4,-5,-5,1.61,0.06,1.51,0.05,-1.38,-0.16,-0.05,-0.4,3
UFC Fight Night 166,Alex Perez,Jordan Espinosa,Favorite,-1.92,0,-4,-0.13,-0.08,0.18,0.02,1.31,0.15,0.12,0.7,-2
UFC Fight Night 166,Angela Hill,Hannah Cifers,Favorite,-1.45,2,2,0.38,0.04,-0.53,0.08,0.54,-0.67,0.12,-0.2,8
UFC Fight Night 166,Jamahal Hill,Darko Stosic,Favorite,-0.4,4,3,4.57,0.09,-0.54,-0.12,-3.42,-0.5,-0.1,0,1
UFC Fight Night 166,Bevon Lewis,Dequan Townsend,Favorite,-3.22,0,0,2.5,0.08,-1.25,0.16,0,0,0.2,0,-5
UFC Fight Night 166,Arnold Allen,Nik Lentz,Favorite,-1.8,0,2,-0.05,-0.07,-0.34,0.1,-2.28,0.18,0.32,-0.8,-9
UFC Fight Night 166,Lucie Pudilova,Justine Kish,Underdog,-0.93,3,3,-0.83,-0.11,-0.76,-0.06,-0.32,-0.06,0.16,0.6,-7
UFC Fight Night 166,Montel Jackson,Felipe Colares,Favorite,-5.13,2,6,1.19,0.08,-3.24,0.28,1.54,0.47,0.25,-0.2,2
UFC Fight Night 166,Sara McMann,Lina Lansberg,Favorite,-0.45,-1,1,-0.44,-0.1,-1.96,0.02,3.86,0.38,0.03,0.4,1
UFC Fight Night 166,Brett Johns,Tony Gravely,Favorite,-0.23,2,2,-0.96,0.01,-0.63,0.09,-0.49,0.08,0.05,0.7,0
UFC Fight Night 166,Nate Landwehr,Herbert Burns,Underdog,-0.12,0,-1,4.51,0.06,1.15,0.14,-2,-0.02,0.19,-1.5,-1
UFC 247,Jon Jones,Dominick Reyes,Favorite,-3.5,0,7,-0.46,0.06,-1.55,0.16,1.56,0.17,0.14,0.09,2
UFC 247,Valentina Shevchenko,Katlyn Chookagian,Favorite,-7.13,-6,-6,0.98,0.05,-1.08,0.07,1.55,0.13,0.71,0.4,-5
UFC 247,Juan Adams,Justin Tafa,Underdog,-1.76,5,6,3,0.01,-0.96,-0.13,0.91,0.66,0.06,0,2
UFC 247,Mirsad Bektic,Dan Ige,Underdog,-0.07,1,-1,-1.33,-0.05,-1.72,0,2.92,0.26,0.34,0.1,1
UFC 247,Derrick Lewis,Ilir Latifi,Favorite,-2.4,5,6,0.43,0.04,-0.46,-0.17,-1.54,-0.09,-0.48,-0.3,-2
UFC 247,Trevin Giles,James Krause,Favorite,-0.03,-2,1,-1.52,0.06,-1.89,-0.04,0.23,0.32,0.12,-0.61,-6
UFC 247,Andrea Lee,Lauren Murphy,Underdog,-2.25,1,2,0.64,0.07,-1.5,0.06,0.82,0.32,-0.14,0.5,-5
UFC 247,Alex Morono,Kalinn Williams,Underdog,-3.26,-4,-7,2,-0.12,2.46,-0.03,-4.43,-0.29,-0.45,0.2,-1
UFC 247,Miles Johns,Mario Bautista,Underdog,-0.47,-2,-3,-2.42,-0.02,-1.45,0.15,-1.11,-0.22,0.18,-1,0
UFC 247,Domingo Pilarte,Journey Newson,Underdog,-0.19,7,6,-1.33,0.14,0.39,-0.24,0.63,0.26,0.11,0.5,-1
UFC 247,Andre Ewell,Jonathan Martinez,Favorite,-0.18,0,5,-0.26,-0.09,1,-0.06,-0.05,0.4,0.03,0,6
UFC 247,Austin Lingo,Youssef Zalal,Underdog,-1.34,0,-2,0.98,-0.12,3.13,-0.09,-1.85,0.32,0.15,-1.3,2
UFC Fight Night 167,Corey Anderson,Jan Blachowicz,Underdog,-1.53,1,1,1.01,-0.04,-0.69,0.05,3.8,0,0.14,-0.3,-7
UFC Fight Night 167,Michel Pereira,Diego Sanchez,Underdog,-0.78,3,1,2.47,0.17,0.68,0.01,0.02,0.31,0.47,0,-12
UFC Fight Night 167,Montana De La Rosa,Mara Romero Borella,Favorite,-1.01,1,-1,0.16,-0.02,0.73,-0.27,-0.13,-0.13,-0.03,0.6,-8
UFC Fight Night 167,Brok Weaver,Rodrigo Vargas,Favorite,-2.07,1,0,4.3,0.41,-0.46,-0.06,0.41,0.1,0.66,-9.2,
UFC Fight Night 167,Ray Borg,Rogerio Bontorin,Favorite,-0.64,-1,-4,-1.11,0,-1.34,-0.03,0.99,-0.1,-0.05,0,-2
UFC Fight Night 167,Lando Vannata,Yancy Medeiros,Favorite,-0.14,-1,-4,0.15,0.08,-0.92,0.08,0.76,-0.13,-0.05,-0.4,-4
UFC Fight Night 167,Tim Means,Daniel Rodriguez,Underdog,-2.58,1,1,-2.22,-0.02,-1.64,0.03,0.53,-0.1,0.02,0.1,3
UFC Fight Night 167,Nathaniel Wood,John Dodson,Underdog,-0.66,3,3,2.71,0.09,0.63,-0.05,1.03,0.19,-0.12,0.5,-8
UFC Fight Night 167,Scott Holtzman,Jim Miller,Favorite,-0.5,1,-2,1.33,0.04,0.16,-0.02,0.34,0.12,0.2,-1.5,0
UFC Fight Night 167,Devin Clark,Dequan Townsend,Favorite,-3.08,-3,-4,1.79,0.2,-0.68,0.06,2.17,0.32,0.11,0.1,-4
UFC Fight Night 167,Merab Dvalishvili,Casey Kenney,Favorite,-0.93,-1,0,-0.35,-0.02,-2.3,-0.02,5.34,0.01,0.19,-0.11,0
UFC Fight Night 167,Macy Chiasson,Shanna Young,Favorite,-5.86,4,7,0.34,-0.03,-2.35,0.03,2.38,0.37,0.08,-0.1,-1
UFC Fight Night 167,Raulian Paiva,Mark Delarosa,Favorite,-1.71,2,4,1,0.07,0,0,0.1,0.1,0.37,0,-1
UFC 248,Israel Adesanya,Yoel Romero,Favorite,-2.02,4,7,0.49,-0.02,0.06,-0.04,-1.52,-0.16,-0.02,0.1,-13
UFC 248,Weili Zhang,Joanna Jedrzejczyk,Favorite,-1.08,-2,-2,-0.63,0.05,-0.11,-0.09,2.23,-0.16,-0.31,0.4,-2
UFC 248,Beneil Dariush,Drakkar Klose,Favorite,-0.9,1,2,-0.6,-0.08,-0.81,0.05,0.31,0.08,0.11,0.9,-1
UFC 248,Li Jingliang,Neil Magny,Underdog,-0.97,-3,-9,0.98,-0.05,1.42,0.04,-0.92,0,0.05,-0.3,0
UFC 248,Alex Oliveira,Max Griffin,Favorite,-0.5,0,0,-0.93,0.02,-1.27,-0.11,0.9,-0.03,-0.06,0.3,-2
UFC 248,Sean O'Malley,Jose Quinonez,Favorite,-2.63,3,3,4.02,0.15,0.52,-0.03,-2.35,-0.05,0.2,-0.3,-4
UFC 248,Mark O. Madsen,Austin Hubbard,Favorite,-1.47,-2,1,-0.56,0.03,0.23,-0.05,1.1,0.16,-0.04,0,7
UFC 248,Rodolfo Vieira,Saparbek Safarov,Favorite,-4.82,-1,-5,-0.85,0.06,1.63,0.02,1.65,-0.11,0.67,1.6,-3
UFC 248,Deron Winn,Gerald Meerschaert,Underdog,-0.54,-7,-7,1.36,-0.02,2.84,-0.08,2.11,0.14,0.06,-1.6,-2
UFC 248,Jamall Emmers,Giga Chikadze,Underdog,-1.01,-2,0,1.21,0.04,0.6,-0.06,1.6,0.07,0.21,0,-1
UFC 248,Danaa Batgerel,Guido Cannetti,Favorite,-0.32,1,2,1.94,-0.2,1.37,-0.05,-1.75,-0.06,-0.03,-0.4,-10
UFC Fight Night 169,Kevin Lee,Charles Oliveira,Underdog,-0.46,-1,3,0.48,-0.12,0.39,-0.02,1.01,0.02,0.19,-2,-3
UFC Fight Night 169,Gilbert Burns,Demian Maia,Favorite,-0.71,-3,-1,1.49,0.04,1.35,-0.09,-0.25,0.14,-0.11,-0.5,-9
UFC Fight Night 169,Renato Moicano,Damir Hadzovic,Favorite,-3.51,2,2,1.02,0,0.42,-0.03,1.1,-0.11,0.37,0.4,-2
UFC Fight Night 169,Johnny Walker,Nikita Krylov,Underdog,-0.83,3,5,-0.57,-0.03,0.35,0,-1.83,0.62,0.03,-0.5,0
UFC Fight Night 169,Francisco Trinaldo,John Makdessi,Favorite,-2.64,1,2,-2.39,-0.04,-1.49,-0.09,0.98,0.42,-0.26,0.5,6
UFC Fight Night 169,Jussier Formiga,Brandon Moreno,Underdog,-1.14,-2,-3,-2.46,-0.05,-1.29,0.05,0.08,-0.12,0.24,0.09,9
UFC Fight Night 169,Amanda Ribas,Randa Markos,Favorite,-9.11,-1,3,1.65,-0.03,0.29,0.03,0.94,0.23,0.32,0.49,-8
UFC Fight Night 169,Elizeu Zaleski dos Santos,Alexey Kunchenko,Favorite,-0.18,3,3,0.84,-0.03,0.5,-0.07,0.18,-0.2,-0.12,0.4,-3
UFC Fight Night 169,Mayra Bueno Silva,Maryna Moroz,Underdog,-0.85,-1,-1,-0.59,0.23,-0.03,0.02,-0.02,0.14,0.26,1,0
UFC Fight Night 169,David Dvorak,Bruno Silva,Favorite,-0.09,1,3,0.43,-0.04,0.2,0,-1.99,0,0.05,-0.1,-3
UFC Fight Night 169,Veronica Macedo,Bea Malecki,Underdog,-0.14,-5,-10,-3.71,-0.02,-3.21,-0.16,1.08,0.41,-0.19,-0.8,-4
UFC 249,Tony Ferguson,Justin Gaethje,Underdog,-1.24,0,6,-1.84,-0.14,-3.05,0.03,0.28,0.09,-0.08,0.9,5
UFC 249,Henry Cejudo,Dominick Cruz,Favorite,-1.55,-4,-4,-0.15,0.13,0.68,-0.1,-0.83,-0.1,-0.08,0.1,-2
UFC 249,Francis Ngannou,Jairzinho Rozenstruik,Favorite,-2.04,2,5,-1.11,-0.09,-0.62,-0.06,0.76,0.62,-0.05,0.3,1
UFC 249,Calvin Kattar,Jeremy Stephens,Favorite,-1.99,2,1,1.59,-0.02,3.7,-0.04,-0.77,-0.1,0.06,-0.31,-1
UFC 249,Greg Hardy,Yorgan De Castro,Favorite,-1.22,5,6,2.33,0.07,-0.54,0.02,0.2,0.33,-0.13,0,-2
UFC 249,Anthony Pettis,Donald Cerrone,Favorite,-0.66,-3,-1,-1.37,0,-1.05,0.01,-0.55,0.17,-0.13,-0.1,-4
UFC 249,Fabricio Werdum,Aleksei Oleinik,Underdog,-2.58,2,-3,0.29,0.04,-1.16,0.11,-0.08,-0.16,-0.06,-0.7,0
UFC 249,Carla Esparza,Michelle Waterson,Favorite,-0.62,-2,1,-1.4,-0.06,-1.51,0.06,1.8,0.02,-0.23,-0.4,-2
UFC 249,Vicente Luque,Niko Price,Favorite,-2,-1,-1,-0.39,0.1,-0.39,0.04,0.3,0.33,-0.03,-0.1,-2
UFC 249,Bryce Mitchell,Charles Rosa,Favorite,-0.88,1,1,-0.79,0.21,-2.23,0.1,1.78,0.06,-0.05,0.6,-8
UFC 249,Ryan Spann,Sam Alvey,Favorite,-3.51,3,4,-0.03,-0.04,0.26,-0.09,1.28,0.2,-0.35,1.4,-6
UFC Fight Night 170,Anthony Smith,Glover Teixeira,Underdog,-1.64,2,0,-0.5,-0.02,0.04,-0.05,-1.62,-0.08,-0.11,-0.21,-9
UFC Fight Night 170,Ovince St Preux,Ben Rothwell,Underdog,-0.64,-1,2,-0.69,0.04,-1.31,0,0.42,0.01,-0.03,0.09,-1
UFC Fight Night 170,Drew Dober,Alexander Hernandez,Favorite,-0.85,-1,-2,0,-0.01,-0.43,-0.05,-0.36,-0.13,-0.03,0,4
UFC Fight Night 170,Ricky Simon,Ray Borg,Favorite,-0.82,2,6,1.48,-0.1,1.68,0.13,1.6,-0.04,0.3,-0.6,1
UFC Fight Night 170,Philipe Lins,Andrei Arlovski,Underdog,-2.51,-1,1,0.02,0.03,0.38,-0.11,1.27,-0.03,0.24,-0.2,-7
UFC Fight Night 170,Michael Johnson,Thiago Moises,Underdog,-0.03,1,3,1.79,-0.02,-0.37,0.01,-1.02,-0.04,0.25,-1.3,8
UFC Fight Night 170,Sijara Eubanks,Sarah Moras,Favorite,-2.68,-3,0,2.02,0.08,-0.15,0.06,1.23,0.23,0.33,-0.5,3
UFC Fight Night 170,Omar Morales,Gabriel Benitez,Favorite,-0.86,3,2,-1.84,-0.01,-1.31,-0.06,0.24,0.5,0.07,-0.9,3
UFC Fight Night 170,Hunter Azure,Brian Kelleher,Underdog,-1.57,2,3,0.52,0.12,-2.56,0.03,0.23,-0.07,0.07,0.6,-5
UFC Fight Night 170,Chase Sherman,Ike Villanueva,Favorite,-1.04,3,5,2.38,0.07,-0.59,0.16,-0.51,0,-0.26,0,-6
UFC Fight Night 171,Walt Harris,Alistair Overeem,Underdog,-0.67,1,-3,-0.63,-0.25,0.89,-0.03,-1.13,-0.27,-0.04,-0.7,-4
UFC Fight Night 171,Claudia Gadelha,Angela Hill,Favorite,-1.81,1,-1,-2.07,-0.09,-0.3,-0.05,2.22,0.08,-0.19,0.6,-4
UFC Fight Night 171,Edson Barboza,Dan Ige,Underdog,-0.43,4,4,0.35,-0.02,1.13,-0.01,-0.62,0.24,0.14,-0.2,6
UFC Fight Night 171,Krzysztof Jotko,Eryk Anders,Favorite,-0.11,0,2,-0.44,-0.05,-1.94,0.06,-0.46,0.13,0.02,0,-3
UFC Fight Night 171,Yadong Song,Marlon Vera,Favorite,-1.23,0,-3,0.18,-0.06,-1.53,0.05,0.13,0.01,0.02,-0.7,-5
UFC Fight Night 171,Miguel Baeza,Matt Brown,Favorite,-0.66,2,-1,1.12,-0.07,2.17,-0.03,-1.24,-0.18,0.37,0.5,-12
UFC Fight Night 171,Anthony Hernandez,Kevin Holland,Underdog,-0.05,-3,-6,0.05,0.09,0.27,-0.05,5.77,0.1,0.08,2.4,-1
UFC Fight Night 171,Giga Chikadze,Irwin Rivera,Favorite,-3.5,6,7,0.72,-0.02,-1.64,0.05,-0.77,0.17,-0.02,0.2,0
UFC Fight Night 171,Darren Elkins,Nate Landwehr,Underdog,-0.25,1,-1,-2.81,-0.09,-2.48,-0.04,1.85,-0.06,-0.3,0.1,5
UFC Fight Night 171,Cortney Casey,Mara Romero Borella,Favorite,-0.98,1,-2,1.75,0.02,1.52,-0.16,-1.44,-0.13,-0.27,0.3,0
UFC Fight Night 171,Rodrigo Nascimento Ferreira,Don'tale Mayes,Favorite,-0.06,-4,-1,0.35,0.06,0.66,-0.04,0.52,-0.06,0.16,0.6,-1
UFC Fight Night 172,Tyron Woodley,Gilbert Burns,Underdog,-1.08,-1,3,-0.94,0,-0.67,0,-1.19,0.02,0.37,-0.1,5
UFC Fight Night 172,Augusto Sakai,Blagoy Ivanov,Favorite,-0.27,4,4,1.34,0.08,-0.38,-0.06,-0.46,0,-0.05,-0.1,-4
UFC Fight Night 172,Billy Quarantillo,Spike Carlyle,Favorite,-0.14,2,-1,4.81,0.02,1.72,0.13,-2.1,-0.13,0.04,0.6,4
UFC Fight Night 172,Roosevelt Roberts,Brok Weaver,Favorite,-3.01,2,0,-1.74,-0.2,-1.23,0.06,0.98,0.18,-0.15,0.5,-2
UFC Fight Night 172,Mackenzie Dern,Hannah Cifers,Favorite,-4.09,3,1,-1.69,-0.04,-1.3,-0.02,0.53,-0.85,-0.36,1,0
UFC Fight Night 172,Antonina Shevchenko,Katlyn Chookagian,Underdog,-0.58,-3,-5,1.56,0.08,-0.25,-0.03,-0.59,-0.09,0.53,0.4,-2
UFC Fight Night 172,Daniel Rodriguez,Gabriel Green,Favorite,-2.88,3,1,1.01,0.04,-1.67,0.09,-0.21,0,0.09,-0.2,6
UFC Fight Night 172,Jamahal Hill,Klidson Farias de Abreu,Favorite,-0.44,11,12,2.29,0.01,-0.27,-0.2,-0.74,-0.37,0.07,-0.5,5
UFC Fight Night 172,Tim Elliott,Brandon Royval,Underdog,-0.58,-2,-2,-0.94,0.08,-0.76,0.1,3.26,-0.13,0.18,-0.11,6
UFC Fight Night 172,Casey Kenney,Louis Smolka,Favorite,-2.24,-2,0,0.17,-0.05,0.55,0.04,-0.6,0,0.28,-1.4,1
UFC Fight Night 172,Chris Gutierrez,Vincent Morales,Favorite,-0.14,0,-3,0.62,0.2,-1.46,0.09,0.14,0.04,0.04,0.1,0
UFC 250,Amanda Nunes,Felicia Spencer,Favorite,-4.29,2,1,1.34,0.03,-1.92,0.11,1.55,0.36,0.54,0.49,2
UFC 250,Cody Garbrandt,Raphael Assuncao,Favorite,-0.73,3,-1,-0.25,-0.02,1.25,-0.07,-0.62,-0.05,0.02,-0.2,-9
UFC 250,Aljamain Sterling,Cory Sandhagen,Favorite,-0.11,-4,1,-0.72,0.08,-1.11,0,0.95,-0.06,-0.19,0.4,2
UFC 250,Neil Magny,Tony Martin,Favorite,-0.51,3,7,0.79,0.09,-0.17,-0.06,1.46,0.13,-0.15,-0.7,2
UFC 250,Sean O'Malley,Eddie Wineland,Favorite,-4.41,4,3,4.23,0.32,-0.24,-0.07,0,0.08,-0.24,0.2,-10
UFC 250,Chase Hooper,Alex Caceres,Underdog,-1.41,3,1,0.87,0.03,0.24,-0.26,0.9,-0.45,-0.09,1.6,-11
UFC 250,Ian Heinisch,Gerald Meerschaert,Favorite,-0.5,-2,-5,0.06,0.04,-0.4,0.05,-1.15,-0.21,0.24,-0.91,-1
UFC 250,Cody Stamann,Brian Kelleher,Favorite,-1.55,0,-2,0.99,0.06,-1.01,0.07,0.59,-0.02,0.16,-0.7,-3
UFC 250,Charles Byrd,Maki Pitolo,Underdog,-1.13,0,-2,-0.67,0.11,-1.31,0,0.25,-0.03,-0.1,0.7,7
UFC 250,Alex Perez,Jussier Formiga,Favorite,-0.49,1,-2,2.68,0.06,0.79,-0.06,0.24,0.09,-0.06,0.3,-7
UFC 250,Alonzo Menifield,Devin Clark,Underdog,-1.8,0,1,0.89,0.02,0.32,0.04,-1.5,0.01,0.17,0.2,2
UFC 250,Herbert Burns,Evan Dunham,Favorite,-1.92,-1,3,-3.6,0.01,1.05,-0.2,1.18,0.08,-0.13,1.5,-6
UFC Fight Night 173,Cynthia Calvillo,Jessica Eye,Favorite,-0.5,-2,-2,0.55,0.01,-0.08,0.08,1.22,0.03,0.2,0.3,-1
UFC Fight Night 173,Marvin Vettori,Karl Roberson,Favorite,-1.37,-1,0,1.98,-0.06,1.82,-0.01,0.94,0.04,0.26,0,-3
UFC Fight Night 173,Kevin Aguilar,Charles Rosa,Underdog,-0.89,-2,4,0.87,0.04,0.94,0.05,-1.51,-0.19,0.4,-1,-2
UFC Fight Night 173,Andre Fili,Charles Jourdain,Favorite,-1.47,2,5,-1.71,-0.11,-0.2,-0.06,2.07,0.37,0.2,-0.3,5
UFC Fight Night 173,Jordan Espinosa,Mark Delarosa,Favorite,-1.05,0,4,1.08,0.17,-2.06,0.08,0.2,0.15,0.29,0,5
UFC Fight Night 173,Mariya Agapova,Hannah Cifers,Favorite,-2.81,5,6,-0.33,0.11,-1.57,0,0.32,-0.34,-0.18,0.6,-4
UFC Fight Night 173,Merab Dvalishvili,Gustavo Lopez,Favorite,-5.72,1,1,2.02,0,-1.5,0,4.68,-0.05,0.49,-0.4,-1
UFC Fight Night 173,Julia Avila,Gina Mazany,Favorite,-4.85,1,0,-1.15,-0.08,-0.67,0,-3.8,-0.19,0.17,0.09,1
UFC Fight Night 173,Tyson Nam,Zarrukh Adashev,Favorite,-0.48,2,3,0.22,-0.08,1.92,0.01,0,0,-0.13,-0.5,9
UFC Fight Night 173,Anthony Ivy,Christian Aguilera,Underdog,-1.33,5,2,-0.05,0.04,0.53,0.03,4.69,0.2,0.4,0,2
UFC Fight Night 174,Curtis Blaydes,Alexander Volkov,Favorite,-2.98,-3,0,-1.57,-0.07,-1.17,0.04,5.23,-0.1,-0.42,-0.2,-2
UFC Fight Night 174,Shane Burgos,Josh Emmett,Underdog,-1.16,5,5,3.36,0.16,2.17,-0.05,-0.49,0.07,0.45,0.3,-6
UFC Fight Night 174,Raquel Pennington,Marion Reneau,Favorite,-1.71,1,-1,0.93,0.11,-0.23,0.01,0.28,-0.36,0.13,-0.11,-11
UFC Fight Night 174,Belal Muhammad,Lyman Good,Favorite,-0.16,-1,-2,-0.79,-0.05,-0.37,-0.07,1.71,-0.65,0.18,0.2,-3
UFC Fight Night 174,Roosevelt Roberts,Jim Miller,Underdog,-1.68,6,2,0.05,0.02,-0.38,-0.05,-0.15,-0.16,0.05,-0.8,-10
UFC Fight Night 174,Bobby Green,Clay Guida,Favorite,-1.96,3,1,3.81,0.19,0.74,0.01,-1.94,0.02,0.06,-0.3,-5
UFC Fight Night 174,Brianna Van Buren,Tecia Torres,Underdog,-1.65,-2,-5,7.98,0.19,4.52,-0.06,-0.93,0.08,0.28,0,-7
UFC Fight Night 174,Marc-Andre Barriault,Oskar Piechota,Favorite,-0.37,1,-2,2.89,-0.06,1.73,0.01,-0.39,-0.16,0.29,-1.4,0
UFC Fight Night 174,Gillian Robertson,Cortney Casey,Favorite,-0.11,-2,-4,-1.69,0.07,-0.88,0.01,2.13,0.12,0.03,0.5,-8
UFC Fight Night 174,Frank Camacho,Justin Jaynes,Underdog,-2.16,3,5,3.22,0.02,2.11,-0.11,0.36,-0.1,0.53,-1.11,1
UFC Fight Night 174,Lauren Murphy,Roxanne Modafferi,Favorite,-0.25,-2,-2,0.69,0.09,-0.46,0.04,-0.33,0.01,0.38,0,-1
UFC Fight Night 174,Max Rohskopf,Austin Hubbard,Underdog,-1.11,3,0,-2.41,-0.15,2.05,-0.15,1.25,-0.17,-0.65,1.5,-3
UFC Fight Night 175,Dustin Poirier,Daniel Hooker,Favorite,-1.48,-3,-3,0.37,0.03,-0.4,0.02,0.54,0.01,-0.18,0.99,1
UFC Fight Night 175,Mike Perry,Mickey Gall,Favorite,-2.48,-4,-3,1.38,0,0.91,0.03,-0.4,0.1,0.42,-1.7,0
UFC Fight Night 175,Maurice Greene,Gian Villante,Favorite,-1.7,4,4,-1.11,0.01,-1.86,-0.11,-0.45,-0.23,-0.56,0.4,-1
UFC Fight Night 175,Brendan Allen,Kyle Daukaus,Favorite,-2.31,-1,-1,0.75,0.01,0.89,0.04,-0.39,0.21,-0.24,-0.5,-3
UFC Fight Night 175,Takashi Sato,Jason Witt,Favorite,-1.94,0,3,0.06,-0.04,1.19,-0.09,-6.14,-0.11,-0.4,-0.9,-4
UFC Fight Night 175,Sean Woodson,Julian Erosa,Underdog,-4.15,1,4,-0.56,-0.02,-2.1,0.1,-0.97,0.15,0.26,-0.4,-3
UFC Fight Night 175,Luis Pena,Khama Worthy,Underdog,-1.81,4,1,-0.52,-0.02,-1.33,0.04,1.17,0.33,-0.09,0.5,-7
UFC Fight Night 175,Philipe Lins,Tanner Boser,Underdog,-0.14,0,3,-0.91,-0.04,0.83,-0.12,1.65,0.33,0.37,0,6
UFC Fight Night 175,Kay Hansen,Jinh Yu Frey,Favorite,-1.16,-1,-2,0.03,0.07,-1.05,-0.02,0.81,-0.14,-0.53,0.5,-15
UFC Fight Night 175,Youssef Zalal,Jordan Griffin,Favorite,-0.33,0,-1,0.35,0.02,-1.29,0.15,0.82,-0.01,0.18,-0.6,-7
UFC 251,Kamaru Usman,Jorge Masvidal,Favorite,-1.83,1,2,0.31,0.05,-0.31,-0.1,1.44,-0.14,0.17,-0.2,-2
UFC 251,Alex Volkanovski,Max Holloway,Favorite,-1.44,0,4,-3.13,-0.09,6.19,-0.19,-0.25,-0.53,-0.84,-0.3,5
UFC 251,Petr Yan,Jose Aldo,Favorite,-1.51,0,-3,1.5,0.07,0.63,-0.03,1.22,-0.03,-0.07,0,-6
UFC 251,Rose Namajunas,Jessica Andrade,Favorite,-1.33,4,3,-2.93,-0.1,-1.87,0.07,-1,-0.09,-0.13,0.2,-1
UFC 251,Amanda Ribas,Paige VanZant,Favorite,-6.58,-1,1,1.27,-0.12,0.77,0.19,0.79,0.18,0.51,-0.31,0
UFC 251,Volkan Oezdemir,Jiri Prochazka,Underdog,-0.67,-1,-5,-1.17,-0.1,-1.51,0.14,-0.23,-0.27,0.12,-0.2,3
UFC 251,Muslim Salikhov,Elizeu Zaleski dos Santos,Favorite,-0.37,0,-3,-1.16,0.09,-0.4,0.05,0.84,0.27,0.04,-0.4,2
UFC 251,Makwan Amirkhani,Danny Henry,Favorite,-1.27,-2,-1,-3.87,-0.08,-1.19,0.01,3.22,0.09,-0.16,-1.11,0
UFC 251,Leonardo Santos,Roman Bogatov,Favorite,-1,4,2,-0.52,0.04,-1.01,0.1,-0.12,0.16,0.36,0.2,11
UFC 251,Marcin Tybura,Maxim Grishin,Favorite,-0.03,0,0,0.34,-0.05,1.08,-0.03,1.22,0.17,0.13,0.1,-2
UFC 251,Raulian Paiva,Zhalgas Zhumagulov,Favorite,-0.93,4,3,-1.11,-0.02,-0.86,-0.05,-0.65,0.04,0.02,0,-7
UFC 251,Karol Rosa,Vanessa Melo,Favorite,-1.67,0,2,2.86,0.26,-1.35,-0.1,1.22,0.45,-0.03,0,-7
UFC 251,Martin Day,Davey Grant,Underdog,-0.96,2,4,-0.8,0.03,-0.03,-0.03,-0.54,0.19,0.04,0.3,-3
UFC Fight Island 1,Calvin Kattar,Dan Ige,Favorite,-2.12,4,1,1,-0.06,3.23,-0.03,-0.67,0.02,0.14,-0.2,4
UFC Fight Island 1,Tim Elliott,Ryan Benoit,Favorite,-0.45,2,-2,0.51,0.04,-0.99,-0.02,3.45,0.24,-0.13,0.6,3
UFC Fight Island 1,Jimmie Rivera,Cody Stamann,Favorite,-0.4,-2,4,-0.36,-0.07,0.27,-0.03,-1.46,-0.12,0.16,0.1,0
UFC Fight Island 1,Molly McCann,Taila Santos,Underdog,-0.63,-2,-6,2.4,0.01,2.3,0.05,-0.18,-0.38,-0.43,-0.51,4
UFC Fight Island 1,Abdul Razak Alhassan,Mounir Lazzez,Underdog,-2.53,-3,-3,-4.12,-0.08,-1.43,0.02,-0.91,-0.19,-0.21,0.2,2
